"Core","SampleAssignment","Moisture","Wetting","Suction","Homogenization","Amendments","class","abund","total","relabund"
43,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","unsaturated/lignin",792,1394,56.81
43,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","aliphatic",178,789,22.56
43,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","aromatic",77,789,9.76
43,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","condensed_arom",90,789,11.41
43,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","unsaturated/lignin",444,789,56.27
44,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","aliphatic",197,649,30.35
44,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","aromatic",48,649,7.4
44,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","condensed_arom",121,649,18.64
44,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","unsaturated/lignin",283,649,43.61
44,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","aliphatic",171,1055,16.21
44,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","aromatic",122,1055,11.56
44,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","condensed_arom",86,1055,8.15
44,"50-fm-precip-N-Homogenized","fm","precip",50,"Homogenized","N","unsaturated/lignin",676,1055,64.08
44,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","aliphatic",422,1339,31.52
44,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","aromatic",71,1339,5.3
44,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","condensed_arom",221,1339,16.5
44,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","unsaturated/lignin",625,1339,46.68
45,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","aliphatic",244,1213,20.12
45,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","aromatic",170,1213,14.01
45,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","condensed_arom",116,1213,9.56
45,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","unsaturated/lignin",683,1213,56.31
45,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","aliphatic",409,1682,24.32
45,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","aromatic",253,1682,15.04
45,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","condensed_arom",238,1682,14.15
45,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","unsaturated/lignin",782,1682,46.49
45,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","aliphatic",472,1420,33.24
45,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","aromatic",147,1420,10.35
45,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","condensed_arom",248,1420,17.46
45,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","unsaturated/lignin",553,1420,38.94
47,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","aliphatic",172,552,31.16
47,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","aromatic",43,552,7.79
47,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","condensed_arom",148,552,26.81
47,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","unsaturated/lignin",189,552,34.24
47,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","aliphatic",247,649,38.06
47,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","aromatic",24,649,3.7
47,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","condensed_arom",124,649,19.11
47,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","unsaturated/lignin",254,649,39.14
47,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","aliphatic",336,1355,24.8
47,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","aromatic",180,1355,13.28
47,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","condensed_arom",193,1355,14.24
47,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","unsaturated/lignin",646,1355,47.68
48,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","aliphatic",155,559,27.73
48,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","aromatic",24,559,4.29
48,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","condensed_arom",136,559,24.33
48,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","unsaturated/lignin",244,559,43.65
48,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","aliphatic",256,602,42.52
48,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","aromatic",29,602,4.82
48,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","condensed_arom",83,602,13.79
48,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","unsaturated/lignin",234,602,38.87
48,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","aliphatic",358,2521,14.2
48,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","aromatic",553,2521,21.94
48,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","condensed_arom",347,2521,13.76
48,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","unsaturated/lignin",1263,2521,50.1
48,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","aliphatic",288,1414,20.37
48,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","aromatic",247,1414,17.47
48,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","condensed_arom",107,1414,7.57
48,"50-fm-groundw-control-Intact","fm","groundw",50,"Intact","control","unsaturated/lignin",772,1414,54.6
50,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","aliphatic",301,771,39.04
50,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","aromatic",44,771,5.71
50,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","condensed_arom",135,771,17.51
50,"1.5-fm-precip-C-Homogenized","fm","precip",1.5,"Homogenized","C","unsaturated/lignin",291,771,37.74
50,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","aliphatic",552,4301,12.83
50,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","aromatic",937,4301,21.79
50,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","condensed_arom",923,4301,21.46
50,"50-fm-precip-C-Homogenized","fm","precip",50,"Homogenized","C","unsaturated/lignin",1889,4301,43.92
50,"50-fm-precip-C-Intact","fm","precip",50,"Intact","C","aliphatic",596,2496,23.88
50,"50-fm-precip-C-Intact","fm","precip",50,"Intact","C","aromatic",393,2496,15.75
50,"50-fm-precip-C-Intact","fm","precip",50,"Intact","C","condensed_arom",159,2496,6.37
50,"50-fm-precip-C-Intact","fm","precip",50,"Intact","C","unsaturated/lignin",1348,2496,54.01
51,"1.5-drought-precip-control-Homogenized","drought","precip",1.5,"Homogenized","control","aliphatic",84,549,15.3
51,"1.5-drought-precip-control-Homogenized","drought","precip",1.5,"Homogenized","control","aromatic",36,549,6.56
51,"1.5-drought-precip-control-Homogenized","drought","precip",1.5,"Homogenized","control","condensed_arom",59,549,10.75
51,"1.5-drought-precip-control-Homogenized","drought","precip",1.5,"Homogenized","control","unsaturated/lignin",370,549,67.4
51,"1.5-drought-precip-control-Intact","drought","precip",1.5,"Intact","control","aliphatic",226,973,23.23
51,"1.5-drought-precip-control-Intact","drought","precip",1.5,"Intact","control","aromatic",79,973,8.12
51,"1.5-drought-precip-control-Intact","drought","precip",1.5,"Intact","control","condensed_arom",99,973,10.17
51,"1.5-drought-precip-control-Intact","drought","precip",1.5,"Intact","control","unsaturated/lignin",569,973,58.48
51,"50-drought-precip-control-Intact","drought","precip",50,"Intact","control","aliphatic",220,1295,16.99
51,"50-drought-precip-control-Intact","drought","precip",50,"Intact","control","aromatic",182,1295,14.05
51,"50-drought-precip-control-Intact","drought","precip",50,"Intact","control","condensed_arom",138,1295,10.66
51,"50-drought-precip-control-Intact","drought","precip",50,"Intact","control","unsaturated/lignin",755,1295,58.3
52,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","aliphatic",271,2685,10.09
52,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","aromatic",616,2685,22.94
52,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","condensed_arom",509,2685,18.96
52,"1.5-drought-groundw-control-Homogenized","drought","groundw",1.5,"Homogenized","control","unsaturated/lignin",1289,2685,48.01
52,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","aliphatic",274,1054,26
52,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","aromatic",85,1054,8.06
52,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","condensed_arom",249,1054,23.62
52,"1.5-drought-groundw-control-Intact","drought","groundw",1.5,"Intact","control","unsaturated/lignin",446,1054,42.31
52,"50-drought-groundw-control-Homogenized","drought","groundw",50,"Homogenized","control","aliphatic",442,2520,17.54
52,"50-drought-groundw-control-Homogenized","drought","groundw",50,"Homogenized","control","aromatic",502,2520,19.92
52,"50-drought-groundw-control-Homogenized","drought","groundw",50,"Homogenized","control","condensed_arom",192,2520,7.62
52,"50-drought-groundw-control-Homogenized","drought","groundw",50,"Homogenized","control","unsaturated/lignin",1384,2520,54.92
52,"50-drought-groundw-control-Intact","drought","groundw",50,"Intact","control","aliphatic",106,884,11.99
52,"50-drought-groundw-control-Intact","drought","groundw",50,"Intact","control","aromatic",80,884,9.05
52,"50-drought-groundw-control-Intact","drought","groundw",50,"Intact","control","condensed_arom",192,884,21.72
52,"50-drought-groundw-control-Intact","drought","groundw",50,"Intact","control","unsaturated/lignin",506,884,57.24
53,"1.5-fm-precip-control-Homogenized","fm","precip",1.5,"Homogenized","control","aliphatic",624,1672,37.32
53,"1.5-fm-precip-control-Homogenized","fm","precip",1.5,"Homogenized","control","aromatic",153,1672,9.15
53,"1.5-fm-precip-control-Homogenized","fm","precip",1.5,"Homogenized","control","condensed_arom",259,1672,15.49
53,"1.5-fm-precip-control-Homogenized","fm","precip",1.5,"Homogenized","control","unsaturated/lignin",636,1672,38.04
53,"1.5-fm-precip-control-Intact","fm","precip",1.5,"Intact","control","aliphatic",218,659,33.08
53,"1.5-fm-precip-control-Intact","fm","precip",1.5,"Intact","control","aromatic",73,659,11.08
53,"1.5-fm-precip-control-Intact","fm","precip",1.5,"Intact","control","condensed_arom",123,659,18.66
53,"1.5-fm-precip-control-Intact","fm","precip",1.5,"Intact","control","unsaturated/lignin",245,659,37.18
53,"50-fm-precip-control-Homogenized","fm","precip",50,"Homogenized","control","aliphatic",520,1934,26.89
53,"50-fm-precip-control-Homogenized","fm","precip",50,"Homogenized","control","aromatic",341,1934,17.63
53,"50-fm-precip-control-Homogenized","fm","precip",50,"Homogenized","control","condensed_arom",177,1934,9.15
53,"50-fm-precip-control-Homogenized","fm","precip",50,"Homogenized","control","unsaturated/lignin",896,1934,46.33
53,"50-fm-precip-control-Intact","fm","precip",50,"Intact","control","aliphatic",420,1789,23.48
53,"50-fm-precip-control-Intact","fm","precip",50,"Intact","control","aromatic",264,1789,14.76
53,"50-fm-precip-control-Intact","fm","precip",50,"Intact","control","condensed_arom",278,1789,15.54
53,"50-fm-precip-control-Intact","fm","precip",50,"Intact","control","unsaturated/lignin",827,1789,46.23
54,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","aliphatic",230,875,26.29
54,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","aromatic",113,875,12.91
54,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","condensed_arom",273,875,31.2
54,"1.5-drought-precip-C-Homogenized","drought","precip",1.5,"Homogenized","C","unsaturated/lignin",259,875,29.6
54,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","aliphatic",500,1522,32.85
54,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","aromatic",187,1522,12.29
54,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","condensed_arom",139,1522,9.13
54,"1.5-drought-precip-C-Intact","drought","precip",1.5,"Intact","C","unsaturated/lignin",696,1522,45.73
54,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","aliphatic",250,2838,8.81
54,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","aromatic",723,2838,25.48
54,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","condensed_arom",662,2838,23.33
54,"50-drought-precip-C-Homogenized","drought","precip",50,"Homogenized","C","unsaturated/lignin",1203,2838,42.39
54,"50-drought-precip-C-Intact","drought","precip",50,"Intact","C","aliphatic",714,2823,25.29
54,"50-drought-precip-C-Intact","drought","precip",50,"Intact","C","aromatic",349,2823,12.36
54,"50-drought-precip-C-Intact","drought","precip",50,"Intact","C","condensed_arom",241,2823,8.54
54,"50-drought-precip-C-Intact","drought","precip",50,"Intact","C","unsaturated/lignin",1519,2823,53.81
55,"1.5-fm-groundw-C-Homogenized","fm","groundw",1.5,"Homogenized","C","aliphatic",454,1274,35.64
55,"1.5-fm-groundw-C-Homogenized","fm","groundw",1.5,"Homogenized","C","aromatic",121,1274,9.5
55,"1.5-fm-groundw-C-Homogenized","fm","groundw",1.5,"Homogenized","C","condensed_arom",189,1274,14.84
55,"1.5-fm-groundw-C-Homogenized","fm","groundw",1.5,"Homogenized","C","unsaturated/lignin",510,1274,40.03
55,"1.5-fm-groundw-C-Intact","fm","groundw",1.5,"Intact","C","aliphatic",323,800,40.38
55,"1.5-fm-groundw-C-Intact","fm","groundw",1.5,"Intact","C","aromatic",52,800,6.5
55,"1.5-fm-groundw-C-Intact","fm","groundw",1.5,"Intact","C","condensed_arom",145,800,18.12
55,"1.5-fm-groundw-C-Intact","fm","groundw",1.5,"Intact","C","unsaturated/lignin",280,800,35
55,"50-fm-groundw-C-Homogenized","fm","groundw",50,"Homogenized","C","aliphatic",343,1483,23.13
55,"50-fm-groundw-C-Homogenized","fm","groundw",50,"Homogenized","C","aromatic",273,1483,18.41
55,"50-fm-groundw-C-Homogenized","fm","groundw",50,"Homogenized","C","condensed_arom",290,1483,19.55
55,"50-fm-groundw-C-Homogenized","fm","groundw",50,"Homogenized","C","unsaturated/lignin",577,1483,38.91
55,"50-fm-groundw-C-Intact","fm","groundw",50,"Intact","C","aliphatic",433,1131,38.28
55,"50-fm-groundw-C-Intact","fm","groundw",50,"Intact","C","aromatic",46,1131,4.07
55,"50-fm-groundw-C-Intact","fm","groundw",50,"Intact","C","condensed_arom",88,1131,7.78
55,"50-fm-groundw-C-Intact","fm","groundw",50,"Intact","C","unsaturated/lignin",564,1131,49.87
56,"1.5-drought-groundw-C-Homogenized","drought","groundw",1.5,"Homogenized","C","aliphatic",303,1871,16.19
56,"1.5-drought-groundw-C-Homogenized","drought","groundw",1.5,"Homogenized","C","aromatic",412,1871,22.02
56,"1.5-drought-groundw-C-Homogenized","drought","groundw",1.5,"Homogenized","C","condensed_arom",263,1871,14.06
56,"1.5-drought-groundw-C-Homogenized","drought","groundw",1.5,"Homogenized","C","unsaturated/lignin",893,1871,47.73
56,"1.5-drought-groundw-C-Intact","drought","groundw",1.5,"Intact","C","aliphatic",441,1240,35.56
56,"1.5-drought-groundw-C-Intact","drought","groundw",1.5,"Intact","C","aromatic",105,1240,8.47
56,"1.5-drought-groundw-C-Intact","drought","groundw",1.5,"Intact","C","condensed_arom",125,1240,10.08
56,"1.5-drought-groundw-C-Intact","drought","groundw",1.5,"Intact","C","unsaturated/lignin",569,1240,45.89
56,"50-drought-groundw-C-Homogenized","drought","groundw",50,"Homogenized","C","aliphatic",399,3061,13.03
56,"50-drought-groundw-C-Homogenized","drought","groundw",50,"Homogenized","C","aromatic",713,3061,23.29
56,"50-drought-groundw-C-Homogenized","drought","groundw",50,"Homogenized","C","condensed_arom",579,3061,18.92
56,"50-drought-groundw-C-Homogenized","drought","groundw",50,"Homogenized","C","unsaturated/lignin",1370,3061,44.76
56,"50-drought-groundw-C-Intact","drought","groundw",50,"Intact","C","aliphatic",741,2713,27.31
56,"50-drought-groundw-C-Intact","drought","groundw",50,"Intact","C","aromatic",487,2713,17.95
56,"50-drought-groundw-C-Intact","drought","groundw",50,"Intact","C","condensed_arom",227,2713,8.37
56,"50-drought-groundw-C-Intact","drought","groundw",50,"Intact","C","unsaturated/lignin",1258,2713,46.37
58,"1.5-fm-precip-N-Homogenized","fm","precip",1.5,"Homogenized","N","aliphatic",192,741,25.91
58,"1.5-fm-precip-N-Homogenized","fm","precip",1.5,"Homogenized","N","aromatic",24,741,3.24
58,"1.5-fm-precip-N-Homogenized","fm","precip",1.5,"Homogenized","N","condensed_arom",71,741,9.58
58,"1.5-fm-precip-N-Homogenized","fm","precip",1.5,"Homogenized","N","unsaturated/lignin",454,741,61.27
58,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","aliphatic",173,625,27.68
58,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","aromatic",51,625,8.16
58,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","condensed_arom",114,625,18.24
58,"1.5-fm-precip-N-Intact","fm","precip",1.5,"Intact","N","unsaturated/lignin",287,625,45.92
58,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","aliphatic",306,1345,22.75
58,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","aromatic",126,1345,9.37
58,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","condensed_arom",216,1345,16.06
58,"50-fm-precip-N-Intact","fm","precip",50,"Intact","N","unsaturated/lignin",697,1345,51.82
59,"1.5-drought-groundw-N-Homogenized","drought","groundw",1.5,"Homogenized","N","aliphatic",331,1082,30.59
59,"1.5-drought-groundw-N-Homogenized","drought","groundw",1.5,"Homogenized","N","aromatic",99,1082,9.15
59,"1.5-drought-groundw-N-Homogenized","drought","groundw",1.5,"Homogenized","N","condensed_arom",127,1082,11.74
59,"1.5-drought-groundw-N-Homogenized","drought","groundw",1.5,"Homogenized","N","unsaturated/lignin",525,1082,48.52
59,"1.5-drought-groundw-N-Intact","drought","groundw",1.5,"Intact","N","aliphatic",471,1293,36.43
59,"1.5-drought-groundw-N-Intact","drought","groundw",1.5,"Intact","N","aromatic",138,1293,10.67
59,"1.5-drought-groundw-N-Intact","drought","groundw",1.5,"Intact","N","condensed_arom",131,1293,10.13
59,"1.5-drought-groundw-N-Intact","drought","groundw",1.5,"Intact","N","unsaturated/lignin",553,1293,42.77
59,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","aliphatic",215,961,22.37
59,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","aromatic",91,961,9.47
59,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","condensed_arom",142,961,14.78
59,"50-drought-groundw-N-Homogenized","drought","groundw",50,"Homogenized","N","unsaturated/lignin",513,961,53.38
59,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","aliphatic",240,931,25.78
59,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","aromatic",76,931,8.16
59,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","condensed_arom",130,931,13.96
59,"50-drought-groundw-N-Intact","drought","groundw",50,"Intact","N","unsaturated/lignin",485,931,52.09
60,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","aliphatic",223,917,24.32
60,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","aromatic",79,917,8.62
60,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","condensed_arom",153,917,16.68
60,"1.5-fm-groundw-control-Homogenized","fm","groundw",1.5,"Homogenized","control","unsaturated/lignin",462,917,50.38
60,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","aliphatic",307,865,35.49
60,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","aromatic",30,865,3.47
60,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","condensed_arom",183,865,21.16
60,"1.5-fm-groundw-control-Intact","fm","groundw",1.5,"Intact","control","unsaturated/lignin",345,865,39.88
60,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","aliphatic",374,1173,31.88
60,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","aromatic",96,1173,8.18
60,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","condensed_arom",120,1173,10.23
60,"50-fm-groundw-control-Homogenized","fm","groundw",50,"Homogenized","control","unsaturated/lignin",583,1173,49.7
62,"1.5-drought-precip-N-Homogenized","drought","precip",1.5,"Homogenized","N","aliphatic",272,1500,18.13
62,"1.5-drought-precip-N-Homogenized","drought","precip",1.5,"Homogenized","N","aromatic",246,1500,16.4
62,"1.5-drought-precip-N-Homogenized","drought","precip",1.5,"Homogenized","N","condensed_arom",241,1500,16.07
62,"1.5-drought-precip-N-Homogenized","drought","precip",1.5,"Homogenized","N","unsaturated/lignin",741,1500,49.4
62,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","aliphatic",413,1364,30.28
62,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","aromatic",126,1364,9.24
62,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","condensed_arom",216,1364,15.84
62,"1.5-drought-precip-N-Intact","drought","precip",1.5,"Intact","N","unsaturated/lignin",609,1364,44.65
62,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","aliphatic",448,2801,15.99
62,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","aromatic",616,2801,21.99
62,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","condensed_arom",392,2801,14
62,"50-drought-precip-N-Homogenized","drought","precip",50,"Homogenized","N","unsaturated/lignin",1345,2801,48.02
62,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","aliphatic",346,1545,22.39
62,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","aromatic",221,1545,14.3
62,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","condensed_arom",151,1545,9.77
62,"50-drought-precip-N-Intact","drought","precip",50,"Intact","N","unsaturated/lignin",827,1545,53.53
63,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","aliphatic",180,569,31.63
63,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","aromatic",40,569,7.03
63,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","condensed_arom",139,569,24.43
63,"1.5-fm-groundw-N-Homogenized","fm","groundw",1.5,"Homogenized","N","unsaturated/lignin",210,569,36.91
63,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","aliphatic",163,393,41.48
63,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","aromatic",22,393,5.6
63,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","condensed_arom",78,393,19.85
63,"1.5-fm-groundw-N-Intact","fm","groundw",1.5,"Intact","N","unsaturated/lignin",130,393,33.08
63,"50-fm-groundw-N-Homogenized","fm","groundw",50,"Homogenized","N","aliphatic",179,666,26.88
63,"50-fm-groundw-N-Homogenized","fm","groundw",50,"Homogenized","N","aromatic",29,666,4.35
63,"50-fm-groundw-N-Homogenized","fm","groundw",50,"Homogenized","N","condensed_arom",109,666,16.37
63,"50-fm-groundw-N-Homogenized","fm","groundw",50,"Homogenized","N","unsaturated/lignin",349,666,52.4
63,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","aliphatic",193,515,37.48
63,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","aromatic",13,515,2.52
63,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","condensed_arom",79,515,15.34
63,"50-fm-groundw-N-Intact","fm","groundw",50,"Intact","N","unsaturated/lignin",230,515,44.66
